Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
W 2024,CH EN 479 ,192000000000.0,Question: Well organized,Like I mentioned  I think the expectations for this class could have been clearer  especially with those of the assignments. Some of the rubrics were too broadly worded so we struggled to understand what work to produce. Dr. Guymon did give us some more guidelines for the reports  but it was halfway through the semester and some of the expectations were incomplete so we had to ask for more clarification.,001,negative,2.6058667,-5.087229,6,Like I mentioned  I think the expectations for<br>this class could have been clearer  especially<br>with those of the assignments. Some of the rubrics<br>were too broadly worded so we struggled to<br>understand what work to produce. Dr. Guymon did<br>give us some more guidelines for the reports  but<br>it was halfway through the semester and some of<br>the expectations were incomplete so we had to ask<br>for more clarification.,W 2024 CH EN 479 :Like I mentioned  I think the expectations for<br>this class could have been clearer  especially<br>with those of the assignments. Some of the rubrics<br>were too broadly worded so we struggled to<br>understand what work to produce. Dr. Guymon did<br>give us some more guidelines for the reports  but<br>it was halfway through the semester and some of<br>the expectations were incomplete so we had to ask<br>for more clarification.
W 2024,CH EN 479 ,883000000000.0,Question: Well organized,Some of the problem statements (especially PBL) were unorganized and difficult to follow.,001,negative,-1.9441653,-5.5017996,47,Some of the problem statements (especially PBL)<br>were unorganized and difficult to follow.,W 2024 CH EN 479 :Some of the problem statements (especially PBL)<br>were unorganized and difficult to follow.
W 2024,CH EN 479 ,153000000000.0,Question: Well organized,With some of the labs it was difficult to follow what we needed to do and what our objectives were.,001,negative,-6.649983,-1.1895674,41,With some of the labs it was difficult to follow<br>what we needed to do and what our objectives were.,W 2024 CH EN 479 :With some of the labs it was difficult to follow<br>what we needed to do and what our objectives were.
W 2024,CH EN 479 ,958000000000.0,Question: Opportunities to get help,You were always really good at answering all of my questions. I especially appreciate the help you gave me with statistic questions.,001,positive,1.7144364,2.9089239,7,You were always really good at answering all of my<br>questions. I especially appreciate the help you<br>gave me with statistic questions.,W 2024 CH EN 479 :You were always really good at answering all of my<br>questions. I especially appreciate the help you<br>gave me with statistic questions.
W 2024,CH EN 479 ,1020000000000.0,Question: Opportunities to get help,Very kind and approachable teacher who learned our names and made us feel important,001,positive,2.7311969,2.1512554,7,Very kind and approachable teacher who learned our<br>names and made us feel important,W 2024 CH EN 479 :Very kind and approachable teacher who learned our<br>names and made us feel important
W 2024,CH EN 479 ,1030000000000.0,Question: Opportunities to get help,I was struggling with a lab and working with my team at one point  and I emailed Dr. Guymon asking for help. I felt that he did very little to address my main concerns  and I don''t think that I learned the concepts in the PBL lab very well as a result. He was helpful with the yogurt lab but that one was hard to get help with because I don''t think he was very involved in the creation of that lab.,001,negative,4.3281937,-6.299389,64,I was struggling with a lab and working with my<br>team at one point  and I emailed Dr. Guymon asking<br>for help. I felt that he did very little to<br>address my main concerns  and I don''t think that<br>I learned the concepts in the PBL lab very well as<br>a result. He was helpful with the yogurt lab but<br>that one was hard to get help with because I<br>don''t think he was very involved in the creation<br>of that lab.,W 2024 CH EN 479 :I was struggling with a lab and working with my<br>team at one point  and I emailed Dr. Guymon asking<br>for help. I felt that he did very little to<br>address my main concerns  and I don''t think that<br>I learned the concepts in the PBL lab very well as<br>a result. He was helpful with the yogurt lab but<br>that one was hard to get help with because I<br>don''t think he was very involved in the creation<br>of that lab.
W 2024,CH EN 479 ,467000000000.0,Question: Opportunities to get help,I think when students could find him or Ruben they could get help  but sometimes it was hard to find help from anyone.,001,negative,3.0661786,2.9558616,73,I think when students could find him or Ruben they<br>could get help  but sometimes it was hard to find<br>help from anyone.,W 2024 CH EN 479 :I think when students could find him or Ruben they<br>could get help  but sometimes it was hard to find<br>help from anyone.
W 2024,CH EN 479 ,192000000000.0,Question: Opportunities to get help,Dr. Guymon was respectful and willing to help. There was some miscommunication a couple times regarding the expectations for different assignments. Had he clearly stated those at the beginning of the semester  it would have been a better experience in the class overall.,001,positive,4.40251,-5.0669184,6,Dr. Guymon was respectful and willing to help.<br>There was some miscommunication a couple times<br>regarding the expectations for different<br>assignments. Had he clearly stated those at the<br>beginning of the semester  it would have been a<br>better experience in the class overall.,W 2024 CH EN 479 :Dr. Guymon was respectful and willing to help.<br>There was some miscommunication a couple times<br>regarding the expectations for different<br>assignments. Had he clearly stated those at the<br>beginning of the semester  it would have been a<br>better experience in the class overall.
W 2024,CH EN 479 ,958000000000.0,Question: Opportunities for student involvement,I think the quizzes at the beginning of class are a really good idea. These quizzes would be more helpful if we worked through more of the problems as a class. There were a couple of times where you turned us loose to do the quiz and then I had no idea if I did it correctly or not.,001,positive,-1.69827,-1.1052088,2,I think the quizzes at the beginning of class are<br>a really good idea. These quizzes would be more<br>helpful if we worked through more of the problems<br>as a class. There were a couple of times where you<br>turned us loose to do the quiz and then I had no<br>idea if I did it correctly or not.,W 2024 CH EN 479 :I think the quizzes at the beginning of class are<br>a really good idea. These quizzes would be more<br>helpful if we worked through more of the problems<br>as a class. There were a couple of times where you<br>turned us loose to do the quiz and then I had no<br>idea if I did it correctly or not.
W 2024,CH EN 479 ,1020000000000.0,Question: Opportunities for student involvement,He really helped us learn the growth mindset by helping us figuring out problems for ourselves and not just giving the answer,001,positive,1.068461,2.5079057,73,He really helped us learn the growth mindset by<br>helping us figuring out problems for ourselves and<br>not just giving the answer,W 2024 CH EN 479 :He really helped us learn the growth mindset by<br>helping us figuring out problems for ourselves and<br>not just giving the answer
W 2024,CH EN 479 ,467000000000.0,Question: Opportunities for student involvement,I felt like the labs in this class were mostly well structured. The bioreactor is tricky because of the long runtime. Especially for those of us who have jobs and are unable to sit in the UO lab all day.,001,negative,-7.1167493,-1.679864,57,I felt like the labs in this class were mostly<br>well structured. The bioreactor is tricky because<br>of the long runtime. Especially for those of us<br>who have jobs and are unable to sit in the UO lab<br>all day.,W 2024 CH EN 479 :I felt like the labs in this class were mostly<br>well structured. The bioreactor is tricky because<br>of the long runtime. Especially for those of us<br>who have jobs and are unable to sit in the UO lab<br>all day.
W 2024,CH EN 479 ,192000000000.0,Question: Opportunities for student involvement,Dr. Guymon did a great job of this through the quizzes that we did. I felt like they were relative to what we were doing and were thoughtful and helpful for us as engineers.,001,positive,4.66618,-3.5238035,98,Dr. Guymon did a great job of this through the<br>quizzes that we did. I felt like they were<br>relative to what we were doing and were thoughtful<br>and helpful for us as engineers.,W 2024 CH EN 479 :Dr. Guymon did a great job of this through the<br>quizzes that we did. I felt like they were<br>relative to what we were doing and were thoughtful<br>and helpful for us as engineers.
W 2024,CH EN 479 ,958000000000.0,Question: Responded to students respectfully,Dr. Guymon is one of the most respectful professors that I''ve ever interacted with.,001,positive,6.4243913,-4.3584003,83,Dr. Guymon is one of the most respectful<br>professors that I''ve ever interacted with.,W 2024 CH EN 479 :Dr. Guymon is one of the most respectful<br>professors that I''ve ever interacted with.
W 2024,CH EN 479 ,1030000000000.0,Question: Responded to students respectfully,See previous comment about his response to my email.,001,negative,0.12899148,10.936907,38,See previous comment about his response to my<br>email.,W 2024 CH EN 479 :See previous comment about his response to my<br>email.
W 2024,CH EN 479 ,467000000000.0,Question: Responded to students respectfully,I think I had a uniquely poor experience so I won''t extrapolate this to other students  but my experience was not good.,001,negative,-1.3648809,-4.707722,35,I think I had a uniquely poor experience so I<br>won''t extrapolate this to other students  but my<br>experience was not good.,W 2024 CH EN 479 :I think I had a uniquely poor experience so I<br>won''t extrapolate this to other students  but my<br>experience was not good.
W 2024,CH EN 479 ,958000000000.0,Question: Spiritually strengthening,I really enjoyed your spiritual thoughts.,001,positive,7.3452625,2.0387793,78,I really enjoyed your spiritual thoughts.,W 2024 CH EN 479 :I really enjoyed your spiritual thoughts.
W 2024,CH EN 479 ,1020000000000.0,Question: Spiritually strengthening,He had a very sincere spiritual thought every day and I loved how he always prepared. It really brought the spirit.,001,positive,6.4940057,2.3148227,5,He had a very sincere spiritual thought every day<br>and I loved how he always prepared. It really<br>brought the spirit.,W 2024 CH EN 479 :He had a very sincere spiritual thought every day<br>and I loved how he always prepared. It really<br>brought the spirit.
W 2024,CH EN 479 ,1030000000000.0,Question: Spiritually strengthening,One of Dr. Guymon''s biggest strengths.,001,positive,8.311758,-5.583585,21,One of Dr. Guymon''s biggest strengths.,W 2024 CH EN 479 :One of Dr. Guymon''s biggest strengths.
W 2024,CH EN 479 ,192000000000.0,Question: Spiritually strengthening,Dr. Guymon did a great job of this. He always started with spiritual thoughts that felt sincere and thought out. It was clearly a priority.,001,positive,7.5356345,-2.3109107,18,Dr. Guymon did a great job of this. He always<br>started with spiritual thoughts that felt sincere<br>and thought out. It was clearly a priority.,W 2024 CH EN 479 :Dr. Guymon did a great job of this. He always<br>started with spiritual thoughts that felt sincere<br>and thought out. It was clearly a priority.
W 2024,CH EN 479 ,883000000000.0,Question: Spiritually strengthening,I''m grateful that Dr. Guymon took time to share his testimony every day.,001,positive,8.008585,-2.994634,86,I''m grateful that Dr. Guymon took time to share<br>his testimony every day.,W 2024 CH EN 479 :I''m grateful that Dr. Guymon took time to share<br>his testimony every day.
W 2024,CH EN 479 ,1030000000000.0,Question: Intellectually enlarging,Reviews from previous classes were helpful.,001,positive,-1.8880799,2.1929555,55,Reviews from previous classes were helpful.,W 2024 CH EN 479 :Reviews from previous classes were helpful.
W 2024,CH EN 479 ,467000000000.0,Question: Intellectually enlarging,It was really useful to actually operate systems in real life for once.,001,positive,-6.244151,3.1968246,62,It was really useful to actually operate systems<br>in real life for once.,W 2024 CH EN 479 :It was really useful to actually operate systems<br>in real life for once.
W 2024,CH EN 479 ,192000000000.0,Question: Intellectually enlarging,Dr. Guymon did a good job through the quizzes of reviewing old material that we would then utilize in the lab or in the demonstration for the day.,001,positive,4.77243,-4.7214537,3,Dr. Guymon did a good job through the quizzes of<br>reviewing old material that we would then utilize<br>in the lab or in the demonstration for the day.,W 2024 CH EN 479 :Dr. Guymon did a good job through the quizzes of<br>reviewing old material that we would then utilize<br>in the lab or in the demonstration for the day.
W 2024,CH EN 479 ,467000000000.0,Question: Character building,This class soured me on a couple things  but I overall enjoyed the PBL lab so on average it was ok.,001,neither,-4.7680187,-2.0966914,57,This class soured me on a couple things  but I<br>overall enjoyed the PBL lab so on average it was<br>ok.,W 2024 CH EN 479 :This class soured me on a couple things  but I<br>overall enjoyed the PBL lab so on average it was<br>ok.
W 2024,CH EN 479 ,192000000000.0,Question: Character building,Dr. Guymon did a great job of incorporating this into his spiritual thoughts at the start of each class.,001,positive,6.734459,-2.086884,68,Dr. Guymon did a great job of incorporating this<br>into his spiritual thoughts at the start of each<br>class.,W 2024 CH EN 479 :Dr. Guymon did a great job of incorporating this<br>into his spiritual thoughts at the start of each<br>class.
W 2024,CH EN 479 ,192000000000.0,Question: Leading to lifelong learning and service,Same as above. Dr. Guymon did a good job of incorporating this into this thoughts at the beginning of each class.,001,positive,5.3075285,-2.4219582,6,Same as above. Dr. Guymon did a good job of<br>incorporating this into this thoughts at the<br>beginning of each class.,W 2024 CH EN 479 :Same as above. Dr. Guymon did a good job of<br>incorporating this into this thoughts at the<br>beginning of each class.
W 2024,CH EN 479 ,203000000000.0,Question: Hours spent out of class,TOOO much time outside of class  whether its for the report or doing the experiment itself. I suffered in my other classes because of this.,001,negative,-6.552957,-3.9277234,54,TOOO much time outside of class  whether its for<br>the report or doing the experiment itself. I<br>suffered in my other classes because of this.,W 2024 CH EN 479 :TOOO much time outside of class  whether its for<br>the report or doing the experiment itself. I<br>suffered in my other classes because of this.
W 2024,CH EN 479 ,1020000000000.0,Question: Hours spent out of class,At the end of PBL lab  I spent about 6 hours outside of class one week  but for the rest of the semester I never did anything outside of class,001,negative,-6.801187,-4.626444,54,At the end of PBL lab  I spent about 6 hours<br>outside of class one week  but for the rest of the<br>semester I never did anything outside of class,W 2024 CH EN 479 :At the end of PBL lab  I spent about 6 hours<br>outside of class one week  but for the rest of the<br>semester I never did anything outside of class
W 2024,CH EN 479 ,1030000000000.0,Question: Hours spent out of class,Most of this came from the yogurt lab. Everything else was completed in-class which was nice.,001,positive,-7.196798,-0.54698163,25,Most of this came from the yogurt lab. Everything<br>else was completed in-class which was nice.,W 2024 CH EN 479 :Most of this came from the yogurt lab. Everything<br>else was completed in-class which was nice.
W 2024,CH EN 479 ,467000000000.0,Question: Hours spent out of class,For a 2 credit class with 6 class hours a week I was surprised by the required out of class time. I spent a lot less out of class time than some other students.,001,neither,-5.5883904,-4.683948,94,For a 2 credit class with 6 class hours a week I<br>was surprised by the required out of class time. I<br>spent a lot less out of class time than some other<br>students.,W 2024 CH EN 479 :For a 2 credit class with 6 class hours a week I<br>was surprised by the required out of class time. I<br>spent a lot less out of class time than some other<br>students.
W 2024,CH EN 479 ,847000000000.0,Question: Hours spent out of class,The bioreactor project took longer than expected.,001,negative,-8.664762,-6.3493805,41,The bioreactor project took longer than expected.,W 2024 CH EN 479 :The bioreactor project took longer than expected.
W 2024,CH EN 479 ,192000000000.0,Question: Hours spent out of class,It depended on the lab. For the bioreactor lab  my team was putting in 12+ hours each week outside of the 6 scheduled hours for the lab. The cat meth lab was easily completed during class and only required maybe 1-2 hours outside of class. The PBL probably required about 3  since group of teams had one day less than the other group because of the schedule  which ended up with us having to rush a lot and stay afterwards to finish building things  coding in LabView  and putting together the documents required for the lab. I think the bioreactor lab needs to be either redesigned or simplified if possible. Everyone who did it had to invest a lot of time into setting things up and collecting data. It was to the point where we far exceeded the expectation of only spending 25 hours total on a lab. This definitely wasn''t Dr. Guymon''s fault though  as I think a group of people designed the bioreactor lab. But it does need some revision.,001,negative,2.0737603,-6.170063,3,It depended on the lab. For the bioreactor lab  my<br>team was putting in 12+ hours each week outside of<br>the 6 scheduled hours for the lab. The cat meth<br>lab was easily completed during class and only<br>required maybe 1-2 hours outside of class. The PBL<br>probably required about 3  since group of teams<br>had one day less than the other group because of<br>the schedule  which ended up with us having to<br>rush a lot and stay afterwards to finish building<br>things  coding in LabView  and putting together<br>the documents required for the lab. I think the<br>bioreactor lab needs to be either redesigned or<br>simplified if possible. Everyone who did it had to<br>invest a lot of time into setting things up and<br>collecting data. It was to the point where we far<br>exceeded the expectation of only spending 25 hours<br>total on a lab. This definitely wasn''t Dr.<br>Guymon''s fault though  as I think a group of<br>people designed the bioreactor lab. But it does<br>need some revision.,W 2024 CH EN 479 :It depended on the lab. For the bioreactor lab  my<br>team was putting in 12+ hours each week outside of<br>the 6 scheduled hours for the lab. The cat meth<br>lab was easily completed during class and only<br>required maybe 1-2 hours outside of class. The PBL<br>probably required about 3  since group of teams<br>had one day less than the other group because of<br>the schedule  which ended up with us having to<br>rush a lot and stay afterwards to finish building<br>things  coding in LabView  and putting together<br>the documents required for the lab. I think the<br>bioreactor lab needs to be either redesigned or<br>simplified if possible. Everyone who did it had to<br>invest a lot of time into setting things up and<br>collecting data. It was to the point where we far<br>exceeded the expectation of only spending 25 hours<br>total on a lab. This definitely wasn''t Dr.<br>Guymon''s fault though  as I think a group of<br>people designed the bioreactor lab. But it does<br>need some revision.
W 2024,CH EN 479 ,521000000000.0,Question: Hours spent out of class,Almost all the work was done in class  which I think should be expected for a 2 credit class that meets twice a week for 3 hours each time. Any time I spent outside of class was to finish up reports or assignments that I couldn''t quite get done in class.,001,negative,-5.1567755,-4.445804,15,Almost all the work was done in class  which I<br>think should be expected for a 2 credit class that<br>meets twice a week for 3 hours each time. Any time<br>I spent outside of class was to finish up reports<br>or assignments that I couldn''t quite get done in<br>class.,W 2024 CH EN 479 :Almost all the work was done in class  which I<br>think should be expected for a 2 credit class that<br>meets twice a week for 3 hours each time. Any time<br>I spent outside of class was to finish up reports<br>or assignments that I couldn''t quite get done in<br>class.
W 2024,CH EN 479 ,1070000000000.0,Question: Hours spent out of class,That''s taking the time needed for the bioreactor and averaging it over the semester.,001,neither,-8.490713,-6.1830153,54,That''s taking the time needed for the bioreactor<br>and averaging it over the semester.,W 2024 CH EN 479 :That''s taking the time needed for the bioreactor<br>and averaging it over the semester.
W 2024,CH EN 479 ,883000000000.0,Question: Hours spent out of class,The reports took tons of time outside of class (10 ish hours each),001,negative,-6.2540307,-5.2957597,36,The reports took tons of time outside of class (10<br>ish hours each),W 2024 CH EN 479 :The reports took tons of time outside of class (10<br>ish hours each)
W 2024,CH EN 479 ,958000000000.0,Question: Additional comments,I have thoroughly enjoyed working with you and getting to know you this semester. As a side note  a couple of us noticed that the grade scale was changed near the end of the semester so you needed a 98% to earn an A in this class. I imagine this was done to fit within the regulations set by the department about this class. I just wish this would have been brought to our attention and discussed with us. It feels a little under the table to change this without bringing it forward. It would also be helpful to include your grade scale in your syllabus.,001,negative,0.8721589,-0.95029175,75,I have thoroughly enjoyed working with you and<br>getting to know you this semester. As a side note<br>a couple of us noticed that the grade scale was<br>changed near the end of the semester so you needed<br>a 98% to earn an A in this class. I imagine this<br>was done to fit within the regulations set by the<br>department about this class. I just wish this<br>would have been brought to our attention and<br>discussed with us. It feels a little under the<br>table to change this without bringing it forward.<br>It would also be helpful to include your grade<br>scale in your syllabus.,W 2024 CH EN 479 :I have thoroughly enjoyed working with you and<br>getting to know you this semester. As a side note<br>a couple of us noticed that the grade scale was<br>changed near the end of the semester so you needed<br>a 98% to earn an A in this class. I imagine this<br>was done to fit within the regulations set by the<br>department about this class. I just wish this<br>would have been brought to our attention and<br>discussed with us. It feels a little under the<br>table to change this without bringing it forward.<br>It would also be helpful to include your grade<br>scale in your syllabus.
W 2024,CH EN 479 ,203000000000.0,Question: Additional comments,I loved the set up! Great Professor  fantastic concepts taught and statistics review. Very well organized lab class. In the future  I would make sure it is well explained that everything is on the tipice website. That had to be figured out later haha.,001,positive,-1.1663086,0.3070014,43,I loved the set up! Great Professor  fantastic<br>concepts taught and statistics review. Very well<br>organized lab class. In the future  I would make<br>sure it is well explained that everything is on<br>the tipice website. That had to be figured out<br>later haha.,W 2024 CH EN 479 :I loved the set up! Great Professor  fantastic<br>concepts taught and statistics review. Very well<br>organized lab class. In the future  I would make<br>sure it is well explained that everything is on<br>the tipice website. That had to be figured out<br>later haha.
W 2024,CH EN 479 ,1020000000000.0,Question: Additional comments,Dr Guymon really cares about his students. You can tell that he cares about us as individuals and he wants us to learn. I loved how he focused on helping us tie together many different concepts that we’ve learned throughout the program. He went out of his way to do demos and quizzes that would make us think and stretch us to remember and apply things we’ve learned in other classes. One way to make the quizzes better is to show the answers more clearly right after the quiz  so we can see what we did wrong. I also loved how Dr Guymon expected us to solve problems and figure things out  which helps us become better engineers  but he is also always willing to offer help.,001,positive,5.6452127,-4.010721,98,Dr Guymon really cares about his students. You can<br>tell that he cares about us as individuals and he<br>wants us to learn. I loved how he focused on<br>helping us tie together many different concepts<br>that we’ve learned throughout the program. He went<br>out of his way to do demos and quizzes that would<br>make us think and stretch us to remember and apply<br>things we’ve learned in other classes. One way to<br>make the quizzes better is to show the answers<br>more clearly right after the quiz  so we can see<br>what we did wrong. I also loved how Dr Guymon<br>expected us to solve problems and figure things<br>out  which helps us become better engineers  but<br>he is also always willing to offer help.,W 2024 CH EN 479 :Dr Guymon really cares about his students. You can<br>tell that he cares about us as individuals and he<br>wants us to learn. I loved how he focused on<br>helping us tie together many different concepts<br>that we’ve learned throughout the program. He went<br>out of his way to do demos and quizzes that would<br>make us think and stretch us to remember and apply<br>things we’ve learned in other classes. One way to<br>make the quizzes better is to show the answers<br>more clearly right after the quiz  so we can see<br>what we did wrong. I also loved how Dr Guymon<br>expected us to solve problems and figure things<br>out  which helps us become better engineers  but<br>he is also always willing to offer help.
W 2024,CH EN 479 ,1030000000000.0,Question: Additional comments,Dr. Guymon is a good professor for BYU because he makes spiritual enhancement a priority. He is a professor that is really dedicated to BYU and its mission. That being said  some of his organizational skills need some work  and I think he could be better at helping struggling students.,001,positive,6.1344156,-3.1259928,68,Dr. Guymon is a good professor for BYU because he<br>makes spiritual enhancement a priority. He is a<br>professor that is really dedicated to BYU and its<br>mission. That being said  some of his<br>organizational skills need some work  and I think<br>he could be better at helping struggling students.,W 2024 CH EN 479 :Dr. Guymon is a good professor for BYU because he<br>makes spiritual enhancement a priority. He is a<br>professor that is really dedicated to BYU and its<br>mission. That being said  some of his<br>organizational skills need some work  and I think<br>he could be better at helping struggling students.
W 2024,CH EN 479 ,467000000000.0,Question: Additional comments,I liked the idea of this course  but I think it still has a lot of room for development. Also it seemed like the idea of the professors and TA was to instruct/help us as little as possible to have us figure out things for ourselves  but it was just kinda inefficient and came off as lazy or disinterested.,001,negative,-2.8015776,-2.7920356,35,I liked the idea of this course  but I think it<br>still has a lot of room for development. Also it<br>seemed like the idea of the professors and TA was<br>to instruct/help us as little as possible to have<br>us figure out things for ourselves  but it was<br>just kinda inefficient and came off as lazy or<br>disinterested.,W 2024 CH EN 479 :I liked the idea of this course  but I think it<br>still has a lot of room for development. Also it<br>seemed like the idea of the professors and TA was<br>to instruct/help us as little as possible to have<br>us figure out things for ourselves  but it was<br>just kinda inefficient and came off as lazy or<br>disinterested.
W 2024,CH EN 479 ,192000000000.0,Question: Additional comments,I liked the class  but I think the structure could be improved a bit. Specifically  I think the expectations could be clearer on some of the assignments. We didn''t get a specific list of expectations for the reports until about halfway through the semester after already completing two reports. But I liked the labs that we did. I think the Bioreactor needs to be modified because each time we ran the reactor  it was a 6 hour + ordeal. Dr. Guymon was also a nice and knowledgeable instructor.,001,positive,3.4538708,-4.514892,3,I liked the class  but I think the structure could<br>be improved a bit. Specifically  I think the<br>expectations could be clearer on some of the<br>assignments. We didn''t get a specific list of<br>expectations for the reports until about halfway<br>through the semester after already completing two<br>reports. But I liked the labs that we did. I think<br>the Bioreactor needs to be modified because each<br>time we ran the reactor  it was a 6 hour + ordeal.<br>Dr. Guymon was also a nice and knowledgeable<br>instructor.,W 2024 CH EN 479 :I liked the class  but I think the structure could<br>be improved a bit. Specifically  I think the<br>expectations could be clearer on some of the<br>assignments. We didn''t get a specific list of<br>expectations for the reports until about halfway<br>through the semester after already completing two<br>reports. But I liked the labs that we did. I think<br>the Bioreactor needs to be modified because each<br>time we ran the reactor  it was a 6 hour + ordeal.<br>Dr. Guymon was also a nice and knowledgeable<br>instructor.
W 2024,CH EN 479 ,521000000000.0,Question: Additional comments,Dr. Guymon is awesome and did a really good job teaching UO lab. He gave us space to try to solve the problems we faced  but was available and helpful when we needed assistance. He also did a good job keeping the class within university expectations in terms of how much time we should spend on it each week.,001,positive,5.4967675,-5.2184963,3,Dr. Guymon is awesome and did a really good job<br>teaching UO lab. He gave us space to try to solve<br>the problems we faced  but was available and<br>helpful when we needed assistance. He also did a<br>good job keeping the class within university<br>expectations in terms of how much time we should<br>spend on it each week.,W 2024 CH EN 479 :Dr. Guymon is awesome and did a really good job<br>teaching UO lab. He gave us space to try to solve<br>the problems we faced  but was available and<br>helpful when we needed assistance. He also did a<br>good job keeping the class within university<br>expectations in terms of how much time we should<br>spend on it each week.
W 2024,CH EN 479 ,1070000000000.0,Question: Additional comments,Please make instructions more clear (especially for bioreactor lab) and make it so that the actual expectations for the projects are only in one place instead of three different ones. I really liked PBL and doing a presentation.,001,negative,-7.4145455,-1.6374674,47,Please make instructions more clear (especially<br>for bioreactor lab) and make it so that the actual<br>expectations for the projects are only in one<br>place instead of three different ones. I really<br>liked PBL and doing a presentation.,W 2024 CH EN 479 :Please make instructions more clear (especially<br>for bioreactor lab) and make it so that the actual<br>expectations for the projects are only in one<br>place instead of three different ones. I really<br>liked PBL and doing a presentation.
W 2024,CH EN 479 ,809000000000.0,Question: Additional comments,Dr. Guymon is fantastic. He was always so helpful and willing to assist in projects we were working on. He is fun and taught concepts well. His spiritual thoughts were also amazing and I can tell how much he loves his Savior. He helped motivate me to seek a closer relationship with my Savior as well.,001,positive,6.3505435,-3.5376153,68,Dr. Guymon is fantastic. He was always so helpful<br>and willing to assist in projects we were working<br>on. He is fun and taught concepts well. His<br>spiritual thoughts were also amazing and I can<br>tell how much he loves his Savior. He helped<br>motivate me to seek a closer relationship with my<br>Savior as well.,W 2024 CH EN 479 :Dr. Guymon is fantastic. He was always so helpful<br>and willing to assist in projects we were working<br>on. He is fun and taught concepts well. His<br>spiritual thoughts were also amazing and I can<br>tell how much he loves his Savior. He helped<br>motivate me to seek a closer relationship with my<br>Savior as well.
W 2024,CH EN 479 ,883000000000.0,Question: Additional comments,Expectations were often unclear and some of the problem statements (especially PBL) were unorganized. I wasn''t sure what Dr. Guymon expected in the final reports and presentations. It took forever to get grades back on the reports. The feedback on the reports was too late to be useful for the next report.,001,negative,2.5374722,-5.5029526,6,Expectations were often unclear and some of the<br>problem statements (especially PBL) were<br>unorganized. I wasn''t sure what Dr. Guymon<br>expected in the final reports and presentations.<br>It took forever to get grades back on the reports.<br>The feedback on the reports was too late to be<br>useful for the next report.,W 2024 CH EN 479 :Expectations were often unclear and some of the<br>problem statements (especially PBL) were<br>unorganized. I wasn''t sure what Dr. Guymon<br>expected in the final reports and presentations.<br>It took forever to get grades back on the reports.<br>The feedback on the reports was too late to be<br>useful for the next report.
W 2024,CH EN 479 ,959000000000.0,Question: Additional comments,Your the best  really apreciate how good you are at helping you could and did provide guidance for any of my questions that was simple to understand. You held high standards but also provided the support for us to reach them which I really appreciated,001,positive,2.1653936,4.5003295,31,Your the best  really apreciate how good you are<br>at helping you could and did provide guidance for<br>any of my questions that was simple to understand.<br>You held high standards but also provided the<br>support for us to reach them which I really<br>appreciated,W 2024 CH EN 479 :Your the best  really apreciate how good you are<br>at helping you could and did provide guidance for<br>any of my questions that was simple to understand.<br>You held high standards but also provided the<br>support for us to reach them which I really<br>appreciated
W 2024,CH EN 479 ,418000000000.0,Question: Additional comments,Good practical laboratory applications to culminate our Chemical Engineering education,001,positive,-7.260332,2.4926758,99,Good practical laboratory applications to<br>culminate our Chemical Engineering education,W 2024 CH EN 479 :Good practical laboratory applications to<br>culminate our Chemical Engineering education
W 2024,CH EN 479 ,217000000000.0,Question: Additional comments,Dr. Guymon is super awesome. His written instructions are a bit disorganized and some of the projects were confusing.,001,positive,5.731976,-6.253011,3,Dr. Guymon is super awesome. His written<br>instructions are a bit disorganized and some of<br>the projects were confusing.,W 2024 CH EN 479 :Dr. Guymon is super awesome. His written<br>instructions are a bit disorganized and some of<br>the projects were confusing.
W 2024,CH EN 479 ,491000000000.0,Question: Additional comments,Dr. Guymon is a great Professor! I have really enjoyed my time in UO Lab. He knows the material well and he shows he cares for the students.,001,positive,5.7461,-5.2533736,3,Dr. Guymon is a great Professor! I have really<br>enjoyed my time in UO Lab. He knows the material<br>well and he shows he cares for the students.,W 2024 CH EN 479 :Dr. Guymon is a great Professor! I have really<br>enjoyed my time in UO Lab. He knows the material<br>well and he shows he cares for the students.
W 2024,CH EN 479 ,263000000000.0,Question: Additional comments,It was frustrating to have to put in additional time to the 6 hours a week to complete specific labs. I appreciate you trying to be flexible when we did seem to run into issues with time.,001,negative,-5.4667754,-1.6461443,57,It was frustrating to have to put in additional<br>time to the 6 hours a week to complete specific<br>labs. I appreciate you trying to be flexible when<br>we did seem to run into issues with time.,W 2024 CH EN 479 :It was frustrating to have to put in additional<br>time to the 6 hours a week to complete specific<br>labs. I appreciate you trying to be flexible when<br>we did seem to run into issues with time.
W 2024,CH EN 479 ,304000000000.0,Question: Additional comments,Wonderful class  I loved working more with my hands and wish that I was able to take a course like this earlier in my schooling.,001,positive,-3.42891,1.7362479,55,Wonderful class  I loved working more with my<br>hands and wish that I was able to take a course<br>like this earlier in my schooling.,W 2024 CH EN 479 :Wonderful class  I loved working more with my<br>hands and wish that I was able to take a course<br>like this earlier in my schooling.
